key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
stephen_skill_tmb_liche_priest_light_innate_6		wh2_dlc09_skill_innate_tmb_wrathful	stephen_skill_node_set_tmb_liche_priest_light		6.0	13.0		0	0	false
stephen_skill_tmb_liche_priest_light_innate_7		wh2_dlc09_skill_innate_tmb_eternal	stephen_skill_node_set_tmb_liche_priest_light		6.0	14.0		0	0	false
stephen_skill_tmb_liche_priest_light_innate_8		wh2_dlc09_skill_innate_tmb_proficient_caster	stephen_skill_node_set_tmb_liche_priest_light		6.0	15.0		0	0	false
stephen_skill_tmb_liche_priest_light_innate_9		wh2_dlc09_skill_innate_tmb_channeller	stephen_skill_node_set_tmb_liche_priest_light		6.0	16.0		0	0	false
stephen_skill_tmb_liche_priest_light_innate_10		wh2_main_skill_innate_all_strong	stephen_skill_node_set_tmb_liche_priest_light		6.0	2.0		0	0	false
stephen_skill_tmb_liche_priest_light_innate_11		wh2_main_skill_innate_all_tough	stephen_skill_node_set_tmb_liche_priest_light		6.0	3.0		0	0	false
stephen_skill_tmb_liche_priest_light_innate_12		wh2_main_skill_innate_all_knowledgeable	stephen_skill_node_set_tmb_liche_priest_light		0.0	5.0		0	0	false
stephen_skill_tmb_liche_priest_light_innate_13		wh2_main_skill_innate_all_cunning	stephen_skill_node_set_tmb_liche_priest_light		6.0	8.0		0	0	false
stephen_skill_tmb_liche_priest_light_misc_1		wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages	stephen_skill_node_set_tmb_liche_priest_light		0.0	1.0		0	0	true
stephen_skill_tmb_liche_priest_light_misc_2		wh2_dlc09_skill_tmb_tomb_king_trapped_soul	stephen_skill_node_set_tmb_liche_priest_light		0.0	2.0		0	0	true
stephen_skill_tmb_liche_priest_light_misc_3		wh2_dlc09_skill_tmb_tomb_king_elixir_of_immortality	stephen_skill_node_set_tmb_liche_priest_light		0.0	3.0		0	0	true
stephen_skill_tmb_liche_priest_light_unique_1		wh2_dlc09_skill_tmb_liche_priest_incantation_of_preservation	stephen_skill_node_set_tmb_liche_priest_light		1.0	0.0		0	0	true
stephen_skill_tmb_liche_priest_light_unique_2		wh2_dlc09_skill_tmb_liche_priest_keeper_of_lore	stephen_skill_node_set_tmb_liche_priest_light		1.0	1.0		0	0	true
stephen_skill_tmb_liche_priest_light_unique_3		wh2_dlc09_skill_tmb_liche_priest_cultist_of_mortuary	stephen_skill_node_set_tmb_liche_priest_light		1.0	2.0		0	0	true
stephen_skill_tmb_liche_priest_light_magic_1		wh_main_skill_all_magic_light_01_shems_burning_gaze	stephen_skill_node_set_tmb_liche_priest_light		2.0	0.0		0	0	true
stephen_skill_tmb_liche_priest_light_magic_2		wh_main_skill_all_magic_light_03_exorcism	stephen_skill_node_set_tmb_liche_priest_light		2.0	1.0		0	0	true
stephen_skill_tmb_liche_priest_light_magic_3		wh_main_skill_all_magic_light_02_phas_protection	stephen_skill_node_set_tmb_liche_priest_light		2.0	2.0		0	0	true
stephen_skill_tmb_liche_priest_light_magic_4		wh_main_skill_all_magic_light_04_light_of_battle	stephen_skill_node_set_tmb_liche_priest_light		2.0	3.0		0	0	true
stephen_skill_tmb_liche_priest_light_magic_5		wh_main_skill_all_magic_light_05_net_of_amyntok	stephen_skill_node_set_tmb_liche_priest_light		2.0	4.0		0	0	true
stephen_skill_tmb_liche_priest_light_magic_6		wh_main_skill_all_magic_all_06_evasion	stephen_skill_node_set_tmb_liche_priest_light		2.0	5.0		0	4	true
stephen_skill_tmb_liche_priest_light_magic_7		wh_main_skill_all_magic_all_07_earthing	stephen_skill_node_set_tmb_liche_priest_light		2.0	8.0		0	0	true
stephen_skill_tmb_liche_priest_light_magic_8		wh_main_skill_all_magic_all_08_power_drain	stephen_skill_node_set_tmb_liche_priest_light		2.0	9.0		0	0	true
stephen_skill_tmb_liche_priest_light_magic_9		wh_main_skill_all_magic_light_09_banishment	stephen_skill_node_set_tmb_liche_priest_light		2.0	6.0		0	0	true
stephen_skill_tmb_liche_priest_light_magic_10		wh_main_skill_all_magic_light_10_bironas_timewarp	stephen_skill_node_set_tmb_liche_priest_light		2.0	7.0		0	0	true
stephen_skill_tmb_liche_priest_light_magic_11		wh_main_skill_all_magic_all_11_arcane_conduit	stephen_skill_node_set_tmb_liche_priest_light		2.0	10.0		0	4	true
stephen_skill_tmb_liche_priest_light_magic_dummy		wh_main_skill_all_magic_light_dummy_shems_burning_gaze	stephen_skill_node_set_tmb_liche_priest_light		2.0	11.0		1	0	false
stephen_skill_tmb_liche_priest_light_mount_1		stephen_skill_tmb_liche_priest_light_mount_steed	stephen_skill_node_set_tmb_liche_priest_light		0.0	0.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_campaign_1		wh2_main_skill_all_hero_assist_army_replenish_troops	stephen_skill_node_set_tmb_liche_priest_nehekhara		5.0	0.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_campaign_2		wh2_main_skill_all_hero_passive_spread_corruption_vmp	stephen_skill_node_set_tmb_liche_priest_nehekhara		5.0	1.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_campaign_3		wh2_main_skill_all_hero_hinder_settlement_damage_building	stephen_skill_node_set_tmb_liche_priest_nehekhara		5.0	2.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_campaign_4		wh2_main_skill_all_hero_hinder_agent_wound	stephen_skill_node_set_tmb_liche_priest_nehekhara		5.0	3.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_campaign_5		wh2_main_skill_all_hero_hinder_army_hinder_replenishment	stephen_skill_node_set_tmb_liche_priest_nehekhara		5.0	4.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_campaign_6		wh2_main_skill_all_hero_reduce_action_cost	stephen_skill_node_set_tmb_liche_priest_nehekhara		5.0	5.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_campaign_7		wh2_dlc09_skill_tmb_campaign_4	stephen_skill_node_set_tmb_liche_priest_nehekhara		5.0	6.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_campaign_actions_dummy		arkhan_skill_all_dummy_agent_actions_tmb_liche_priest_vampires	stephen_skill_node_set_tmb_liche_priest_nehekhara		8.0	0.0		1	0	false
stephen_skill_tmb_liche_priest_nehekhara_innate_1		wh2_main_skill_innate_all_disciplined	stephen_skill_node_set_tmb_liche_priest_nehekhara		6.0	0.0		0	0	false
stephen_skill_tmb_liche_priest_nehekhara_innate_2		wh2_main_skill_innate_all_fleet_footed	stephen_skill_node_set_tmb_liche_priest_nehekhara		6.0	1.0		0	0	false
stephen_skill_tmb_liche_priest_nehekhara_innate_3		wh2_main_skill_innate_vmp_dread_incarnate	stephen_skill_node_set_tmb_liche_priest_nehekhara		6.0	10.0		0	0	false
stephen_skill_tmb_liche_priest_nehekhara_innate_4		wh2_main_skill_innate_vmp_master_of_the_black_arts	stephen_skill_node_set_tmb_liche_priest_nehekhara		6.0	11.0		0	0	false
stephen_skill_tmb_liche_priest_nehekhara_innate_5		wh2_dlc09_skill_innate_tmb_wise	stephen_skill_node_set_tmb_liche_priest_nehekhara		6.0	12.0		0	0	false
stephen_skill_tmb_liche_priest_nehekhara_innate_6		wh2_dlc09_skill_innate_tmb_wrathful	stephen_skill_node_set_tmb_liche_priest_nehekhara		6.0	13.0		0	0	false
stephen_skill_tmb_liche_priest_nehekhara_innate_7		wh2_dlc09_skill_innate_tmb_eternal	stephen_skill_node_set_tmb_liche_priest_nehekhara		6.0	14.0		0	0	false
stephen_skill_tmb_liche_priest_nehekhara_innate_8		wh2_dlc09_skill_innate_tmb_proficient_caster	stephen_skill_node_set_tmb_liche_priest_nehekhara		6.0	15.0		0	0	false
stephen_skill_tmb_liche_priest_nehekhara_innate_9		wh2_dlc09_skill_innate_tmb_channeller	stephen_skill_node_set_tmb_liche_priest_nehekhara		6.0	16.0		0	0	false
stephen_skill_tmb_liche_priest_nehekhara_innate_10		wh2_main_skill_innate_all_strong	stephen_skill_node_set_tmb_liche_priest_nehekhara		6.0	2.0		0	0	false
stephen_skill_tmb_liche_priest_nehekhara_innate_11		wh2_main_skill_innate_all_tough	stephen_skill_node_set_tmb_liche_priest_nehekhara		6.0	3.0		0	0	false
stephen_skill_tmb_liche_priest_nehekhara_innate_12		wh2_main_skill_innate_all_knowledgeable	stephen_skill_node_set_tmb_liche_priest_nehekhara		0.0	5.0		0	0	false
stephen_skill_tmb_liche_priest_nehekhara_innate_13		wh2_main_skill_innate_all_cunning	stephen_skill_node_set_tmb_liche_priest_nehekhara		6.0	8.0		0	0	false
stephen_skill_tmb_liche_priest_nehekhara_misc_1		wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages	stephen_skill_node_set_tmb_liche_priest_nehekhara		0.0	1.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_misc_2		wh2_dlc09_skill_tmb_tomb_king_trapped_soul	stephen_skill_node_set_tmb_liche_priest_nehekhara		0.0	2.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_misc_3		wh2_dlc09_skill_tmb_tomb_king_elixir_of_immortality	stephen_skill_node_set_tmb_liche_priest_nehekhara		0.0	3.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_unique_1		wh2_dlc09_skill_tmb_liche_priest_incantation_of_preservation	stephen_skill_node_set_tmb_liche_priest_nehekhara		1.0	0.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_unique_2		wh2_dlc09_skill_tmb_liche_priest_keeper_of_lore	stephen_skill_node_set_tmb_liche_priest_nehekhara		1.0	1.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_unique_3		wh2_dlc09_skill_tmb_liche_priest_cultist_of_mortuary	stephen_skill_node_set_tmb_liche_priest_nehekhara		1.0	2.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_magic_1		wh2_dlc09_skill_tmb_nehekhara_lore_0_djafs_incantation_of_cursed_blades	stephen_skill_node_set_tmb_liche_priest_nehekhara		2.0	0.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_magic_2		wh2_dlc09_skill_tmb_nehekhara_lore_1_passive	stephen_skill_node_set_tmb_liche_priest_nehekhara		2.0	1.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_magic_3		wh2_dlc09_skill_tmb_nehekhara_lore_2_nerus_incantation_of_protection	stephen_skill_node_set_tmb_liche_priest_nehekhara		2.0	2.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_magic_4		wh2_dlc09_skill_tmb_nehekhara_lore_3_ptras_incantation_of_righteous_smiting	stephen_skill_node_set_tmb_liche_priest_nehekhara		2.0	3.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_magic_5		wh2_dlc09_skill_tmb_nehekhara_lore_4_usirians_incantation_of_vengeance	stephen_skill_node_set_tmb_liche_priest_nehekhara		2.0	4.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_magic_6		wh_main_skill_all_magic_all_06_evasion	stephen_skill_node_set_tmb_liche_priest_nehekhara		2.0	5.0		0	4	true
stephen_skill_tmb_liche_priest_nehekhara_magic_7		wh2_dlc09_skill_tmb_nehekhara_lore_6_usekhps_incantation_of_desiccation	stephen_skill_node_set_tmb_liche_priest_nehekhara		2.0	8.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_magic_8		wh2_dlc09_skill_tmb_nehekhara_lore_7_sakhmets_incantation_of_the_skullstorm	stephen_skill_node_set_tmb_liche_priest_nehekhara		2.0	9.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_magic_9		wh_main_skill_all_magic_all_07_earthing	stephen_skill_node_set_tmb_liche_priest_nehekhara		2.0	6.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_magic_10		wh_main_skill_all_magic_all_08_power_drain	stephen_skill_node_set_tmb_liche_priest_nehekhara		2.0	7.0		0	0	true
stephen_skill_tmb_liche_priest_nehekhara_magic_11		wh_main_skill_all_magic_all_11_arcane_conduit	stephen_skill_node_set_tmb_liche_priest_nehekhara		2.0	10.0		0	4	true
stephen_skill_tmb_liche_priest_nehekhara_magic_dummy		wh2_dlc09_skill_tmb_nehekhara_lore_dummy_0_djafs_incantation_of_cursed_blades	stephen_skill_node_set_tmb_liche_priest_nehekhara		2.0	11.0		1	0	false
stephen_skill_tmb_liche_priest_nehekhara_mount_1		stephen_skill_tmb_liche_priest_nehekhara_mount_steed	stephen_skill_node_set_tmb_liche_priest_nehekhara		0.0	0.0		0	0	true
