bonus_value_id	effect	unit_set
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_horsemen_necropolice	wh2_dlc09_tmb_cav_necropolis_knights_ror
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_horsemen_necropolice	wh2_dlc09_tmb_cav_nehekhara_horsemen_ror
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_horsemen_necropolice	wh2_dlc09_tmb_horsemen
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_horsemen_necropolice	wh2_dlc09_tmb_cav_necropolis_knights_0
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_horsemen_necropolice	wh2_dlc09_tmb_cav_necropolis_knights_1
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_horsemen_necropolice	wh2_dlc09_tmb_cav_necropolis_knights_ror
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_horsemen_necropolice	wh2_dlc09_tmb_horsemen
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_necrosphinx_scorpion_stalker	wh2_dlc09_tmb_mon_necrosphinx_ror
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_necrosphinx_scorpion_stalker	wh2_dlc09_tmb_mon_sepulchral_stalkers_0
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_necrosphinx_scorpion_stalker	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_necrosphinx_scorpion_stalker	wh2_dlc09_tmb_necrosphinx
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_necrosphinx_scorpion_stalker	wh2_dlc09_tmb_scorpion_no_ror
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_necrosphinx_scorpion_stalker	wh2_dlc09_tmb_mon_necrosphinx_ror
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_necrosphinx_scorpion_stalker	wh2_dlc09_tmb_mon_sepulchral_stalkers_0
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_necrosphinx_scorpion_stalker	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_necrosphinx_scorpion_stalker	wh2_dlc09_tmb_necrosphinx
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_necrosphinx_scorpion_stalker	wh2_dlc09_tmb_scorpion_no_ror
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_nehekhara_warriors_chariots	wh2_dlc09_tmb_chariots
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_nehekhara_warriors_chariots	wh2_dlc09_tmb_inf_nehekhara_warriors_0
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_nehekhara_warriors_chariots	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_nehekhara_warriors_chariots	wh2_dlc09_tmb_chariots
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_nehekhara_warriors_chariots	wh2_dlc09_tmb_inf_nehekhara_warriors_0
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_nehekhara_warriors_chariots	wh2_dlc09_tmb_inf_nehekhara_warriors_ror
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_tombguard_hierotitans	wh2_dlc09_tmb_mon_heirotitan_0
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_tombguard_hierotitans	wh2_dlc09_tmb_tomb_guard
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_tombguard_hierotitans	wh2_dlc09_tmb_mon_heirotitan_0
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_tombguard_hierotitans	wh2_dlc09_tmb_tomb_guard
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_ushabti	wh2_dlc09_tmb_ushabti
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tmb_ushabti	wh2_dlc09_tmb_ushabti
melee_damage_ap_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tomb_guard	wh2_dlc09_tmb_tomb_guard
melee_damage_mod_mult	wh2_dlc09_effect_force_stat_weapon_strength_tomb_guard	wh2_dlc09_tmb_tomb_guard
